Product ID,Product Name,Category,Supplier ID,Supplier Name,Purchase Date,Purchase Price,Retail Price,Stock Level,Reorder Point,Lead Time (Days),Sales Volume,Sales Date,Sales Channel,Demand Forecast,Stockouts,Backorders,Warehouse Location,Expiration Date,Discounts Applied,Inventory Aging,Return Rate
4003,Down,Home,116,Lewis-Hickman,2024-07-01,5.97,17.13,418,46,13,8,2025-01-05,Online,94,0,0,WH1,,9,73,1.41
7843,Others,Home,148,Boyle PLC,2022-09-22,8.48,14.27,447,10,11,50,2025-01-17,In-store,147,1,1,WH3,,22,76,1.92
8647,Southern,Grocery,120,Atkinson-Simpson,2022-01-27,5.62,9.69,176,48,8,65,2025-01-31,In-store,157,1,2,WH1,2021-09-29,0,43,4.47
1169,Deep,Grocery,111,Liu Group,2024-08-01,12.16,36.32,35,49,6,37,2025-01-16,Wholesale,126,1,8,WH3,2020-10-14,12,85,2.47
4440,Including,Books,165,Klein-Rodriguez,2024-02-25,35.84,70.82,228,54,12,5,2025-02-09,Online,169,5,9,WH3,,2,55,3.38
2226,Run,Books,158,"Warren, Barrera and Sosa",2020-11-21,17.46,40.84,492,87,4,61,2025-01-21,In-store,118,2,5,WH1,,1,43,4.02
6485,Condition,Grocery,176,Griffin-Harris,2020-10-09,5.46,13.03,249,84,7,17,2025-02-07,Wholesale,192,1,3,WH1,2021-09-22,29,25,2.36
9495,Baby,Toys,138,Hamilton Ltd,2020-01-20,12.57,21.39,35,77,7,82,2025-01-09,In-store,102,3,6,WH2,,4,20,3.26
9354,Law,Books,182,Robinson Group,2021-11-24,5.07,9.4,79,77,11,95,2025-01-14,Wholesale,166,3,10,WH1,,3,8,0.07
2759,Only,Toys,134,Garcia Group,2023-02-10,22.99,40.8,417,35,6,99,2025-01-20,Wholesale,58,1,1,WH1,,1,21,1.72
5413,Other,Books,123,Stewart-Todd,2021-09-07,32.65,52.81,437,57,4,58,2025-01-14,Online,134,4,1,WH1,,25,61,0.81
4402,Data,Electronics,144,"Smith, Buck and Williams",2022-05-23,35.22,95.68,3,51,8,57,2025-02-21,Wholesale,81,3,5,WH2,,5,19,0.03
5928,Professor,Clothing,133,Thompson-Owens,2020-03-12,29.71,56.35,235,74,11,12,2025-01-03,Online,151,3,9,WH1,,6,61,4.42
9773,Radio,Home,127,Martin LLC,2024-04-05,37.14,84.99,5,52,11,17,2025-02-20,Wholesale,69,4,7,WH2,,16,41,0.67
1677,Late,Clothing,200,Henry-Brown,2023-04-15,42.5,111.97,431,25,8,65,2025-02-14,In-store,54,4,6,WH3,,2,78,2.98
3813,Discussion,Grocery,130,Cain Ltd,2023-12-04,30.35,88.51,202,46,6,42,2025-01-22,In-store,187,3,5,WH3,2021-06-04,10,80,2.67
7298,Traditional,Electronics,163,Holland Ltd,2021-07-04,26.88,76.42,425,45,3,0,2025-02-11,Wholesale,81,3,2,WH3,,24,19,2.71
4152,Level,Toys,191,"Williams, Cunningham and Freeman",2020-09-28,45.82,106.03,100,61,5,98,2025-01-28,Wholesale,124,1,3,WH2,,24,76,0.9
7747,Fund,Grocery,173,Garcia Group,2024-08-09,13.7,24.29,236,37,13,100,2025-01-03,Online,134,2,2,WH2,2022-02-05,28,9,0.25
8636,Scene,Books,108,Anderson-Valdez,2024-05-04,38.21,78.43,5,100,15,84,2025-02-04,Online,131,4,2,WH2,,6,13,3.93
6746,Very,Toys,168,"Jones, Perry and Kennedy",2020-01-29,5.23,9.99,79,45,4,73,2025-01-26,Wholesale,135,1,5,WH2,,9,71,2.31
2416,Strategy,Clothing,108,Morrison-Walker,2020-05-21,42.43,126.94,283,14,3,47,2025-01-08,Online,169,2,9,WH3,,2,64,3.22
7700,Win,Grocery,101,Anderson Ltd,2025-02-05,39.83,114.05,111,64,4,9,2025-01-16,Online,141,3,9,WH2,2020-08-10,19,51,4.91
4972,My,Home,164,Mullins-Blake,2024-09-20,26.78,77.91,21,35,10,13,2025-01-30,In-store,130,5,6,WH1,,29,65,0.42
7872,Their,Clothing,119,"Baldwin, Bennett and Anthony",2023-07-24,12.21,31.12,353,78,9,44,2025-01-24,Wholesale,158,3,0,WH2,,23,15,4.59
2984,Magazine,Grocery,104,"Crosby, Stewart and Hernandez",2020-09-13,40.27,95.6,351,48,10,23,2025-02-12,Wholesale,87,2,3,WH2,2023-02-26,22,80,2.25
9316,Model,Toys,103,Haynes LLC,2023-09-25,12.37,29.34,141,48,11,74,2025-01-12,Online,94,5,6,WH3,,20,84,4.12
3973,Key,Clothing,195,"Booth, Santos and Wheeler",2021-05-22,24.07,39.88,190,50,10,0,2025-02-12,Wholesale,129,4,8,WH3,,24,61,4.69
4082,Form,Books,144,Porter Group,2023-07-14,24.92,70.8,250,74,6,47,2025-02-21,In-store,171,3,3,WH2,,9,6,2.68
2929,Write,Clothing,175,"Noble, Allen and Taylor",2024-05-03,24.4,59.03,432,19,12,40,2025-01-27,Online,66,0,0,WH3,,4,90,1.79
1377,Identify,Books,170,Gonzales-Shields,2021-08-18,15.13,43.82,404,95,8,13,2025-01-25,Online,58,0,6,WH1,,2,85,2.39
9685,You,Electronics,168,Graham Ltd,2024-12-31,10.76,25.54,491,30,4,65,2025-01-04,Online,118,1,4,WH1,,6,62,2.71
7340,Really,Toys,139,Walker PLC,2024-02-10,32.93,63.8,270,98,10,15,2025-01-19,In-store,110,1,2,WH1,,13,50,1.88
5957,Wonder,Books,131,Johnson Ltd,2022-11-23,16.82,34.31,295,97,8,54,2025-01-15,Online,84,4,6,WH1,,4,28,0.34
5546,Perhaps,Books,127,"Rollins, Barker and Richardson",2023-09-29,42.1,68.66,258,49,7,98,2025-01-02,Online,181,4,0,WH3,,1,38,4.57
3175,Large,Clothing,187,"Cisneros, Thomas and Bryant",2021-10-31,44.98,117.56,45,77,12,84,2025-01-14,Wholesale,59,2,10,WH1,,30,24,1.16
9097,Operation,Electronics,195,"Sandoval, Hughes and Herman",2025-01-12,36.73,80.16,224,87,11,62,2025-01-08,Online,111,0,4,WH3,,16,27,0.46
7298,Five,Grocery,112,"Graham, Dixon and Smith",2023-11-13,19.8,38.08,112,19,15,18,2025-01-31,Online,128,3,7,WH2,2022-09-21,6,84,2.87
8140,Three,Grocery,165,Robinson PLC,2021-07-29,46.0,71.1,1,18,15,14,2025-02-07,Online,120,4,8,WH3,2021-07-03,19,52,1.27
4958,A,Home,154,"Ward, Chavez and Bowman",2020-10-08,37.63,57.31,438,96,8,39,2025-01-11,In-store,55,4,6,WH1,,1,2,0.48
3353,Pressure,Clothing,128,"Mcbride, Shields and Martinez",2021-04-13,8.52,14.35,21,52,12,66,2025-01-17,Wholesale,199,3,9,WH1,,26,49,3.74
6683,Main,Toys,158,Blackburn PLC,2024-11-14,22.82,57.8,243,98,7,58,2025-02-17,Online,145,5,1,WH3,,15,41,2.28
2756,Wonder,Electronics,113,"Hoover, Flores and Williams",2022-09-03,43.15,89.22,486,85,13,1,2025-02-21,Wholesale,115,5,9,WH1,,21,4,1.92
5704,Message,Toys,148,"Ingram, Lozano and Graham",2020-05-05,27.66,82.69,399,90,10,73,2025-01-05,Wholesale,114,5,8,WH1,,4,13,1.0
5059,Late,Clothing,128,Little-Garrison,2022-07-20,12.28,23.81,333,28,6,91,2025-02-06,Online,59,2,3,WH1,,20,71,0.79
6100,Mind,Books,154,Taylor-Richard,2022-11-14,22.97,66.2,275,68,4,75,2025-01-16,Online,96,5,5,WH2,,9,89,3.37
7996,Never,Grocery,121,Mitchell-Daniels,2022-06-13,8.92,18.42,328,16,14,97,2025-02-08,Wholesale,184,4,6,WH2,2025-02-07,24,45,1.64
5085,Even,Home,181,Stone-Lopez,2023-07-04,26.12,55.63,37,43,13,81,2025-01-24,Online,160,3,8,WH2,,20,34,4.65
7305,Table,Toys,135,Garcia Group,2020-08-02,28.84,59.92,435,12,8,86,2025-02-11,Online,177,1,7,WH1,,0,35,0.9
5627,Forget,Grocery,157,"Wood, Serrano and Gallagher",2024-06-13,10.74,20.97,141,76,13,11,2025-01-06,Wholesale,113,5,7,WH2,2022-06-26,25,2,1.12
4982,Card,Electronics,144,Torres-Estes,2022-11-03,14.38,29.97,193,56,15,32,2025-01-23,Wholesale,147,4,4,WH3,,28,75,2.61
7441,Recognize,Electronics,171,Carter Inc,2023-08-25,43.93,125.15,32,90,7,75,2025-01-19,In-store,139,5,0,WH3,,14,88,0.55
6606,Everything,Books,194,"Cunningham, Brown and Mclaughlin",2021-12-20,32.71,72.47,257,12,8,36,2025-01-13,Online,99,2,0,WH3,,2,14,3.46
8121,Environmental,Home,124,Russell Inc,2022-03-01,19.72,51.58,132,38,6,30,2025-01-13,Online,106,0,8,WH1,,30,5,2.46
7193,Economic,Clothing,154,"Moses, Hunter and Henry",2022-12-29,47.19,139.45,331,59,3,96,2025-01-18,Online,86,3,9,WH3,,3,42,0.88
1589,Despite,Toys,107,Oneal-Robinson,2021-08-20,42.22,85.85,101,76,7,47,2025-01-01,In-store,147,1,3,WH1,,1,30,1.08
9413,Campaign,Grocery,180,Ibarra Ltd,2020-02-03,31.06,81.55,493,32,7,63,2025-01-08,In-store,53,1,7,WH3,2022-09-07,1,82,4.08
6286,Coach,Home,126,Willis-Powell,2023-08-17,16.99,40.57,181,88,15,5,2025-01-18,Online,169,3,0,WH2,,28,90,2.58
4968,Follow,Books,101,Gilbert-Farmer,2024-07-31,16.47,45.46,177,14,12,10,2025-02-12,Online,117,3,9,WH2,,24,36,4.93
9888,National,Grocery,170,Romero and Sons,2021-07-08,44.29,104.69,364,83,6,82,2025-02-16,In-store,127,2,1,WH3,2024-03-12,13,27,1.18
8772,Window,Books,157,Vargas-Acosta,2025-01-24,5.14,14.7,192,62,5,10,2025-01-27,Wholesale,145,4,5,WH3,,28,82,3.26
6469,Agree,Books,159,"Jordan, Butler and Taylor",2024-04-27,14.48,39.63,176,80,14,72,2025-02-05,In-store,73,2,6,WH2,,19,3,1.14
6191,Our,Home,102,Martin Ltd,2020-08-11,17.74,41.68,240,55,15,74,2025-02-04,Online,160,2,10,WH3,,5,14,2.94
7380,Thousand,Books,144,Stevens Group,2022-01-26,28.61,69.26,416,13,12,53,2025-02-20,Wholesale,173,1,7,WH2,,6,19,0.31
